(suap) imac-ifrn-misael:suap misaelbarreto$ python manage.py curso_campus_definir_fec;;;;;;;
;;;;;;;
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ;;;;;;;
Curso Campus - Planilha para Definir FEC (Fator de Esforço do Curso) Em Lote;;;;;;;
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ;;;;;;;
Início do processamento: 07/03/2017 - 16:01:42;;;;;;;
;;;;;;;

Id;Descrição;Modalidade;Natureza;Ano Letivo;Período Letivo;FEC;Ativo

{{BEGIN}}
961;FIC- Física para Olimpíada Brasileira de Física das Escolas Públicas;FIC;----;2016;1;1.00;SIM
734;FIC- Geoprocessamento Para Projetos de Controle Ambiental;FIC;Presencial;2014;1;1.00;SIM
973;FIC- Gerenciamento e Organização;FIC;----;2016;2;1.00;SIM
946;FIC- História do Brasil  revisitada;FIC;----;2016;1;1.00;SIM
970;FIC- INGLÊS BÁSICO;FIC;----;2016;1;1.00;SIM
982;FIC- Informática Básica;FIC;----;2016;2;1.00;SIM
100;FIC- Informática Básica - Campus Ipanguaçu;FIC;----;----;----;1.00;NAO
52;FIC- Informática Básica - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
976;FIC- Inglês Instrumental;FIC;----;2016;2;1.00;SIM
532;FIC- Inglês Instrumental [2012] - Câmpus Nova Cruz;FIC;----;----;----;1.00;NAO
836;FIC- Inglês Nível I;FIC;Presencial;2014;1;1.00;SIM
955;FIC- Introdução a Programação em Linguagem C/C++;FIC;----;2016;1;1.00;SIM
958;FIC- Introdução ao Arduino;FIC;----;2016;1;1.00;SIM
954;FIC- Introdução à Fotografia, Lightroom e Photoshop;FIC;----;2016;1;1.00;SIM
50;FIC- Joalheria - Matutino - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
299;FIC- Linguagem e Conversação;FIC;----;----;----;1.00;NAO
971;FIC- MATEMÁTICA DO ENSINO FUNDAMENTAL;FIC;----;2016;1;1.00;SIM
983;FIC- Mantenedor de Laboratório de Informática de Escolas Públicas;FIC;----;2016;2;1.00;SIM
977;FIC- Manutenção em Máquina de Costura Industrial;FIC;----;2016;2;1.00;SIM
803;FIC- Matemática do Ensino Fundamental;FIC;Presencial;2014;1;1.00;SIM
979;FIC- Minicurso para Luilia;FIC;----;2016;2;1.00;SIM
924;FIC- Nivelamento de Matemática Básica para Alunos Recém-Ingressos nas Turmas de Integrado do Campus Parnamirim;FIC;----;2016;1;1.00;SIM
733;FIC- Noções de SIG/GIS com ARCGIS e Google Earth;FIC;Presencial;2014;1;1.00;SIM
167;FIC- Operação de Computadores - Campus Mossoró;FIC;----;----;----;1.00;NAO
972;FIC- PROGRAMAÇÃO PARA WEB;FIC;----;2016;1;1.00;SIM
294;FIC- Planejamento e Gestão da Educação Profissional e Tecnológica [2011];FIC;----;----;----;1.00;NAO
978;FIC- Preparador de Doces;FIC;----;2016;2;1.00;SIM
937;FIC- Preparador de Doces;FIC;----;2016;1;1.00;SIM
709;FIC- Produtor(a) de Sabão Ecológico;FIC;Presencial;2013;2;1.00;SIM
307;FIC- ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
975;FIC- Projeto Visões;FIC;----;2015;1;1.00;SIM
981;FIC- Qualificação Profissional em NR-10 - Segurança em Instalações e Serviços em Eletricidade;FIC;----;2016;2;1.00;SIM
782;FIC- Redação: Preparatório para o ENEM 2014;FIC;Presencial;2014;1;1.00;SIM
783;FIC- Riscos Ambientais;FIC;Presencial;2014;1;1.00;SIM
974;FIC- Subsídios de análise vetorial para o Eletromagnetismo Clássico;FIC;----;2016;2;1.00;SIM
874;FIC- Teatro;FIC;Presencial;2015;1;1.00;SIM
953;FIC- Teste;FIC;----;2016;1;1.00;SIM
934;FIC- Treinamento em Linguagem C.;FIC;----;2016;1;1.00;SIM
531;FIC- Um olhar sobre o patrimônio artístico e cultural [2012] - Campus Nova Cruz;FIC;----;----;----;1.00;NAO
980;FIC- curso de capacitação de extensão;FIC;----;2016;2;1.00;SIM
899;FIC- em Costura Básica;FIC;Presencial;2015;2;1.00;SIM
846;FIC- em Manutenção de Computadores;FIC;Presencial;2015;1;1.00;SIM
743;FIC- em formação de professores nos módulos Corpo e Movimento, e Química para o  Ensino das Ciências;FIC;Presencial;2014;1;1.00;SIM
942;FIC- test;FIC;----;2016;1;1.00;SIM
907;Fic - A Disciplina de História em Filmes: Um Caminho Possível;FIC;Presencial;2015;1;1.00;SIM
825;Formação Continuada em Educação do Campo - Saberes da Terra [2014];FIC;Presencial;2014;2;1.00;SIM
827;Formação Continuada em Educação do Campo - Saberes da Terra [2014];FIC;Presencial;2014;2;1.00;SIM
821;Formação Continuada em Educação do Campo - Saberes da Terra [2014];FIC;Presencial;2014;2;1.00;SIM
199;Licenciatura em Biologia (2009-2011) - Campus Macau;Licenciatura;----;----;----;1,1;NAO
428;Licenciatura em Biologia (2012) - Campus Macau;Licenciatura;Presencial;2015;1;1.1;SIM
931;Licenciatura em Educação do Campo [2016] - Campus Canguaretama;Licenciatura;Presencial;2016;1;1.1;SIM
83;Licenciatura em Espanhol [2006-2011] - Campus Natal-Central;Licenciatura;Presencial;2006;1;1.08;SIM
499;Licenciatura em Espanhol [2012] - Campus Natal-Central;Licenciatura;Presencial;2012;1;1.08;SIM
865;Licenciatura em Formação Pedagógica de Docentes para a Educação Profissional e Tecnológica;Licenciatura;Presencial;2015;1;1.00;SIM
42;Licenciatura em Física (2002 - 2011) - Câmpus Natal Central;Licenciatura;----;----;----;1,1;NAO
81;Licenciatura em Física (2006-2011) - Campus Natal-Central;Licenciatura;----;----;----;1,1;NAO
197;Licenciatura em Física (2009-2011) - Campus Caicó;Licenciatura;----;----;----;1,1;NAO
198;Licenciatura em Física (2009-2011) - Campus João Câmara;Licenciatura;----;----;----;1,1;NAO
184;Licenciatura em Física (2009-2011) - Campus Santa Cruz;Licenciatura;Presencial;2009;1;1.1;SIM
423;Licenciatura em Física (2012) - Campus Caicó;Licenciatura;Presencial;2012;1;1.1;SIM
427;Licenciatura em Física (2012) - Campus João Câmara;Licenciatura;Presencial;2012;1;1.1;SIM
432;Licenciatura em Física (2012) - Campus Natal-Central;Licenciatura;Presencial;2012;1;1.1;SIM
476;Licenciatura em Física (2012) - Campus Santa Cruz;Licenciatura;Presencial;2012;1;1.1;SIM
43;Licenciatura em Geografia (2002 antigo) - Câmpus Natal Central;Licenciatura;----;----;----;1,08;NAO
82;Licenciatura em Geografia (2006 - 2011) - Campus Natal-Central;Licenciatura;Presencial;2006;1;1.08;SIM
433;Licenciatura em Geografia (2012) - Campus Natal-Central;Licenciatura;Presencial;2015;2;1.08;SIM
656;Licenciatura em Informática (2010) - Campus Natal-Central;Licenciatura;----;----;----;1,08;NAO
245;Licenciatura em Informática (2010-2011) - Campus Zona Norte;Licenciatura;Presencial;2009;1;1.08;SIM
285;Licenciatura em Informática (2011-2011) - Campus Ipanguaçu;Licenciatura;Presencial;2011;1;1.08;SIM
425;Licenciatura em Informática (2012) - Campus Ipanguaçu;Licenciatura;Presencial;2012;1;1.08;SIM
429;Licenciatura em Informática (2012) - Campus Zona Norte;Licenciatura;Presencial;2012;1;1.08;SIM
441;Licenciatura em Letras Espanhol EaD - Campus EaD;Licenciatura;EaD;2012;1;1.08;SIM
251;Licenciatura em Letras Espanhol EaD [2011-2011] - Campus EaD (UAB);Licenciatura;----;----;----;1,08;NAO
244;Licenciatura em Matemática (2010-2011) - Campus Natal-Central;Licenciatura;Presencial;2010;1;1.08;SIM
434;Licenciatura em Matemática (2012)  - Campus Natal-Central;Licenciatura;Presencial;2015;2;1.08;SIM
475;Licenciatura em Matemática (2012) - Campus Mossoró;Licenciatura;Presencial;2012;1;1.08;SIM
431;Licenciatura em Matemática (2012) - Campus Santa Cruz;Licenciatura;Presencial;2012;1;1.08;SIM
183;Licenciatura em Matemática [2009-2011] - Campus Mossoró;Licenciatura;Presencial;2009;1;1.08;SIM
196;Licenciatura em Química (2009-2011) - Campus Apodi;Licenciatura;----;----;----;1,1;NAO
181;Licenciatura em Química (2009-2011) - Campus Currais Novos;Licenciatura;----;----;----;1,1;NAO
182;Licenciatura em Química (2009-2011) - Campus Ipanguaçu;Licenciatura;Presencial;2010;1;1.1;SIM
200;Licenciatura em Química (2009-2011) - Campus Pau dos Ferros;Licenciatura;----;----;----;1,1;NAO
422;Licenciatura em Química (2012) - Campus Apodi;Licenciatura;Presencial;2012;1;1.1;SIM
424;Licenciatura em Química (2012) - Campus Currais Novos;Licenciatura;Presencial;2012;1;1.1;SIM
426;Licenciatura em Química (2012) - Campus Ipanguaçu;Licenciatura;Presencial;2012;1;1.1;SIM
430;Licenciatura em Química (2012) - Campus Pau dos Ferros;Licenciatura;Presencial;2012;1;1.1;SIM
933;Mestrado Acadêmico em Ensino;Mestrado;Presencial;2016;1;1.00;SIM
638;Mestrado Profissional em Ensino de Física - PPgEF;Mestrado;Presencial;2014;1;1.00;SIM
844;Mestrado Profissional em Uso Sustentável de Recursos Naturais - PPgUSRN;Mestrado;Presencial;2015;1;1.00;SIM
561;Mestrado em Educação Profissional - PPgEP;Mestrado;Presencial;2014;2;1.00;SIM
896;ProITEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2015;1;1.00;SIM
225;ProITEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
224;ProITEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
223;ProITEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
895;ProITEC - Programa de Iniciação Tecnológica e Cidadania ;FIC;EaD;2015;1;1.00;SIM
217;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Apodi [2009];----;----;----;----;1.00;NAO
218;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Caicó [2009];----;----;----;----;1.00;NAO
219;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Currais Novos [2009];----;----;----;----;1.00;NAO
220;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Ipanguaçu [2009];----;----;----;----;1.00;NAO
221;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus João Câmara [2009];----;----;----;----;1.00;NAO
222;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Macau [2009-2010];----;----;----;----;1.00;NAO
850;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Mossoró [2009];----;----;----;----;1.00;NAO
124;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Natal-Central [2008];----;----;----;----;1.00;NAO
851;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Natal-Zona Norte [2009];----;----;----;----;1.00;NAO
852;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Pau dos Ferros  [2009];----;----;----;----;1.00;NAO
853;ProITEC - Programa de Iniciação Tecnológica e Cidadania - Campus Santa Cruz [2009];----;----;----;----;1.00;NAO
313;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
309;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
310;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
312;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
464;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
304;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
308;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
465;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
226;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
311;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
463;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;Presencial;2014;1;1.00;SIM
305;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
306;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
314;ProiTEC - Programa de Iniciação Tecnológica e Cidadania;FIC;EaD;2014;1;1.00;SIM
449;Segunda Licenciatura em Ciências da Natureza e Matemática (2012) - Campus Pau dos Ferros;Licenciatura;Presencial;2015;1;1.1;SIM
127;Tecnico em Informática Subsequente [2009-2010]- Campus Currais Novos;Técnico Subsequente;----;----;----;1.00;NAO
439;Tecnologia em Agroecologia (2012) - Campus Ipanguaçu;Tecnologia;Presencial;2015;2;1.20;SIM
482;Tecnologia em Alimentos (2012) - Currais Novos;Tecnologia;Presencial;2015;1;1.20;SIM
73;Tecnologia em Análise e Desenvolvimento de Sistemas (2006-2011) - Campus Natal-Central;Tecnologia;Presencial;2011;1;1.25;SIM
446;Tecnologia em Análise e Desenvolvimento de Sistemas (2012) - Campus Natal-Central;Tecnologia;Presencial;2012;1;1.25;SIM
435;Tecnologia em Análise e Desenvolvimento de Sistemas (2012) - Campus Pau dos Ferros;Tecnologia;Presencial;2012;1;1.25;SIM
63;Tecnologia em Automação Industrial (2006) - Câmpus Natal Central;Tecnologia;----;----;----;1.23;NAO
14;Tecnologia em Automação Industrial [2000] - Câmpus Natal Central;Tecnologia;----;----;----;1.23;NAO
45;Tecnologia em Comércio Exterior (2003) - Câmpus Natal Central;Tecnologia;----;----;----;1.00;NAO
468;Tecnologia em Comércio Exterior (2012) - Natal Central;Tecnologia;Presencial;2012;1;1.00;SIM
79;Tecnologia em Comércio Exterior [Antigos] - Natal Central;Tecnologia;Presencial;2015;1;1.00;SIM
59;Tecnologia em Construção de Edifícios (2006) - Campus Natal-Central;Tecnologia;----;----;----;1.20;NAO
442;Tecnologia em Construção de Edifícios (2012) - Natal-Central;Tecnologia;Presencial;2015;2;1.20;SIM
46;Tecnologia em Controle Ambiental (2003) - Noturno - Câmpus Natal Central;Tecnologia;----;----;----;1.00;NAO
40;Tecnologia em Desenvolvimento de Software (2002) - Câmpus Natal Central;Tecnologia;----;----;----;1.00;NAO
902;Tecnologia em Design de Moda [2015];Tecnologia;Presencial;2015;2;1.15;SIM
438;Tecnologia em Energias Renováveis (2012);Tecnologia;Presencial;2015;2;1.00;SIM
64;Tecnologia em Fabricação Mecânica (2006) - Câmpus Natal Central;Tecnologia;----;----;----;1.23;NAO
69;Tecnologia em Gestão Ambiental (2006) - Campus Natal-Central;Tecnologia;----;----;----;1.10;NAO
484;Tecnologia em Gestão Ambiental (2012) - Campus Mossoró;Tecnologia;Presencial;2012;1;1.10;SIM
443;Tecnologia em Gestão Ambiental (2012) - Campus Natal-Central;Tecnologia;Presencial;2012;1;1.10;SIM
101;Tecnologia em Gestão Ambiental EaD - Campus EaD (UAB);Tecnologia;----;----;----;1.10;NAO
615;Tecnologia em Gestão Ambiental EaD [2012] - Campus EaD (UAB);Tecnologia;EaD;2012;1;1.10;SIM
154;Tecnologia em Gestão Ambiental EaD [Mossoro] - Campus EaD (UAB);Tecnologia;----;----;----;1.10;NAO
107;Tecnologia em Gestão Desportiva e de Lazer (2008-2011) - Campus Cidade Alta;Tecnologia;----;----;----;1.00;NAO
437;Tecnologia em Gestão Desportiva e de Lazer (2012) - Campus Cidade Alta;Tecnologia;Presencial;2012;1;1.00;SIM
80;Tecnologia em Gestão Desportiva e de Lazer(antigo) - Campus Cidade Alta;Tecnologia;----;----;----;1.00;NAO
444;Tecnologia em Gestão Pública (2012) - Natal-Central;Tecnologia;Presencial;2012;1;1.09;SIM
252;Tecnologia em Gestão Pública [Antigo] - Natal-Central;Tecnologia;Presencial;2015;1;1.09;SIM
862;Tecnologia em Gestão do Turismo (2014) - Campus Canguaretama;Tecnologia;Presencial;2014;1;1.00;SIM
12;Tecnologia em Informática [1998-2008] - Câmpus Natal Central;Tecnologia;----;----;----;1.00;NAO
41;Tecnologia em Lazer e Qualidade de Vida  - Campus Cidade Alta;Tecnologia;----;----;----;1.00;NAO
728;Tecnologia em Logística (2014) - Campus São Gonçalo do Amarante;Tecnologia;Presencial;2014;1;1.00;SIM
863;Tecnologia em Marketing (2015) - Campus Zona Norte;Tecnologia;Presencial;2015;1;1.00;SIM
15;Tecnologia em Materiais [2001-2006] - Câmpus Natal Central;Tecnologia;----;----;----;1.00;NAO
13;Tecnologia em Meio Ambiente [2000-2005] - Câmpus Natal Central;Tecnologia;----;----;----;1.00;NAO
856;Tecnologia em Processos Químicos (2015) - Campus Nova Cruz;Tecnologia;Presencial;2015;1;1.23;SIM
180;Tecnologia em Produção Cultural (2009-2011) - Campus Cidade Alta;Tecnologia;----;----;----;1.15;NAO
436;Tecnologia em Produção Cultural (2012) - Campus Cidade Alta;Tecnologia;Presencial;2012;1;1.15;SIM
44;Tecnologia em Produção da Construção Civil (2003) - Câmpus Natal Central;Tecnologia;----;----;----;1.00;NAO
74;Tecnologia em Redes de Computadores (2006) - Campus Natal-Central;Tecnologia;Presencial;2015;1;1.25;SIM
445;Tecnologia em Redes de Computadores (2012) - Campus Natal-Central;Tecnologia;Presencial;2012;1;1.25;SIM
901;Tecnologia em Redes de Computadores [2015];Tecnologia;Presencial;2015;2;1.25;SIM
440;Tecnologia em Sistemas para Internet (2012) - Campus Currais Novos;Tecnologia;Presencial;2012;1;1.25;SIM
817;Tecnologia em Sistemas para Internet (2012) - Campus Parnamirim;Tecnologia;Presencial;2012;1;1.25;SIM
109;Técnico Integrado em Edificacoes;Técnico Integrado;----;----;----;1.00;NAO
112;Técnico Integrado em Eletrotécnica;Técnico Integrado;----;----;----;1.00;NAO
108;Técnico Integrado em Estradas;Técnico Integrado;----;----;----;1.00;NAO
114;Técnico Integrado em Geologia;Técnico Integrado;----;----;----;1.00;NAO
111;Técnico Integrado em Mecânica;Técnico Integrado;----;----;----;1.00;NAO
113;Técnico Integrado em Mineração;Técnico Integrado;----;----;----;1.00;NAO
110;Técnico Integrado em Saneamento;Técnico Integrado;----;----;----;1.00;NAO
345;Técnico de Nivel Médio em Agricultura, na Forma Integrado (2012) - Campus Apodi;Técnico Integrado;Presencial;2012;1;1.20;SIM
869;Técnico de Nivel Médio em Agropecuária, na Forma Integrada (2015) - Campus Apodi;Técnico Integrado;Presencial;2015;1;1.20;SIM
860;Técnico de Nivel Médio em Agropecuária, na Forma Subsequente [2012] - Campus Apodi;Técnico Subsequente;Presencial;2012;1;1.20;SIM
882;Técnico de Nivel Médio em Equipamentos Biomédicos, na Forma Integrado (2015.2) - Campus Ceará-Mirim;Técnico Integrado;Presencial;2015;2;1.20;SIM
355;Técnico de Nivel Médio em Informática, na Forma Integrado (2012) - Campus Apodi;Técnico Integrado;Presencial;2012;1;1.25;SIM
359;Técnico de Nivel Médio em Informática, na Forma Integrado (2012) - Campus Currais Novos;Técnico Integrado;Presencial;2012;1;1.25;SIM
507;Técnico de Nivel Médio em Informática, na Forma Integrado (2012) - Campus Macau;Técnico Integrado;Presencial;2012;1;1.25;SIM
360;Técnico de Nivel Médio em Informática, na Forma Integrado (2012) - Campus Parnamirim;Técnico Integrado;Presencial;2012;1;1.25;SIM
351;Técnico de Nivel Médio em Informática, na Forma Integrado (2012) - Campus Zona Norte;Técnico Integrado;Presencial;2012;1;1.25;SIM
719;Técnico de Nivel Médio em Informática, na Forma Integrado (2014) - Campus Canguaretama;Técnico Integrado;Presencial;2012;1;1.25;SIM
720;Técnico de Nivel Médio em Informática, na Forma Integrado (2014) - Campus Ceará-Mirim;Técnico Integrado;Presencial;2014;1;1.25;SIM
848;Técnico de Nivel Médio em Informática, na Forma Integrado (2014) - Lajes;Técnico Integrado;Presencial;2015;1;1.25;SIM
509;Técnico de Nível Médio em Administração, na Forma Integrado (2012) - Campus João Câmara;Técnico Integrado;Presencial;2012;1;1.10;SIM
867;Técnico de Nível Médio em Administração, na Forma Integrado (2012) - Campus Lajes;Técnico Integrado;Presencial;2015;1;1.10;SIM
341;Técnico de Nível Médio em Administração, na Forma Integrado (2012) - Campus Natal-Central;Técnico Integrado;Presencial;2012;1;1.10;SIM
342;Técnico de Nível Médio em Administração, na Forma Integrado (2012) - Campus Nova Cruz;Técnico Integrado;Presencial;2012;1;1.10;SIM
878;Técnico de Nível Médio em Administração, na Forma Subsequente  (2015) - Campus João Câmara;Técnico Subsequente;Presencial;2013;1;1.10;SIM
395;Técnico de Nível Médio em Administração, na Forma Subsequente  [2012] - Campus Nova Cruz;Técnico Subsequente;Presencial;2012;1;1.10;SIM
938;Técnico de Nível Médio em Administração, na Forma Subsequente  [2014] - Campus Lajes;Técnico Subsequente;Presencial;2012;1;1.10;SIM
386;Técnico de Nível Médio em Agroecologia, na Forma Integrada, na Modalidade EJA (2012) - Campus Ipanguaçu;Técnico Integrado EJA;Presencial;2012;1;1.20;SIM
344;Técnico de Nível Médio em Agroecologia, na Forma Integrado (2012) - Campus Ipanguaçu;Técnico Integrado;Presencial;2012;1;1.20;SIM
563;Técnico de Nível Médio em Alimentação Escolar, na Forma Subsequente [Profuncionario 2013] - Campus EaD (ETEC);Técnico Subsequente;EaD;2013;1;1.20;SIM
347;Técnico de Nível Médio em Alimentos, na Forma Integrado (2012) - Campus Currais Novos;Técnico Integrado;Presencial;2012;1;1.20;SIM
348;Técnico de Nível Médio em Alimentos, na Forma Integrado (2012) - Campus Pau dos Ferros;Técnico Integrado;Presencial;2012;1;1.20;SIM
774;Técnico de Nível Médio em Alimentos, na Forma Subsequente [2012] - Campus Currais Novos;Técnico Subsequente;Presencial;2012;1;1.20;SIM
418;Técnico de Nível Médio em Alimentos, na Forma Subsequente [2012] - Campus Pau dos Ferros;Técnico Subsequente;Presencial;2012;1;1.20;SIM
340;Técnico de Nível Médio em Apicultura, na Forma Integrado (2012) - Campus Pau dos Ferros;Técnico Integrado;Presencial;2012;1;1.15;SIM
474;Técnico de Nível Médio em Apicultura, na Forma Subsequente [2012] - Campus Pau dos Ferros;Técnico Subsequente;Presencial;2012;1;1.15;SIM
362;Técnico de Nível Médio em Biocombustíveis, na Forma Integrado (2012) - Campus Apodi;Técnico Integrado;Presencial;2012;1;1.27;SIM
461;Técnico de Nível Médio em Biocombustíveis, na Forma Subsequente [2012] - Campus Apodi;Técnico Subsequente;Presencial;2012;1;1.27;SIM
389;Técnico de Nível Médio em Comércio, na Forma Integrada, na Modalidade de EJA [2012] - Campus Zona Norte;Técnico Integrado EJA;Presencial;2012;1;1.01;SIM
346;Técnico de Nível Médio em Comércio, na Forma Integrado (2012)  - Campus Zona Norte;Técnico Integrado;Presencial;2012;1;1.01;SIM
363;Técnico de Nível Médio em Controle Ambiental, na Forma Integrado (2012) - Campus Natal-Central;Técnico Integrado;Presencial;2012;1;1.16;SIM
409;Técnico de Nível Médio em Controle Ambiental, na Forma Subsequente (2012) - Campus Natal Central;Técnico Subsequente;Presencial;2012;1;1.16;SIM
392;Técnico de Nível Médio em Cooperativismo, na Forma Integrada, na Modalidade EJA (2012) - Campus João Câmara;Técnico Integrado EJA;Presencial;2012;1;1.00;SIM
364;Técnico de Nível Médio em Cooperativismo, na Forma Integrado (2012) - Campus João Câmara;Técnico Integrado;Presencial;2012;1;1.00;SIM
467;Técnico de Nível Médio em Edificações, na Forma Integrada, na Modalidade EJA [2012] - Campus Mossoró;Técnico Integrado EJA;Presencial;2012;1;1.30;SIM
384;Técnico de Nível Médio em Edificações, na Forma Integrado (2012) - Campus Mossoró;Técnico Integrado;Presencial;2012;1;1.30;SIM
349;Técnico de Nível Médio em Edificações, na Forma Integrado (2012) - Campus Natal Central;Técnico Integrado;Presencial;2012;1;1.30;SIM
370;Técnico de Nível Médio em Edificações, na Forma Integrado (2012) - Campus São Gonçalo do Amarante;Técnico Integrado;Presencial;2012;1;1.30;SIM
722;Técnico de Nível Médio em Edificações, na Forma Integrado (2014) - Campus São Paulo do Potengi;Técnico Integrado;Presencial;2014;1;1.30;SIM
402;Técnico de Nível Médio em Edificações, na Forma Subsequente [2012] - Campus Mossoró;Técnico Subsequente;Presencial;2012;1;1.30;SIM
412;Técnico de Nível Médio em Edificações, na Forma Subsequente [2012] - Campus Natal Central;Técnico Subsequente;Presencial;2012;1;1.30;SIM
572;Técnico de Nível Médio em Edificações, na Forma Subsequente [2012] - Campus São Gonçalo do Amarante;Técnico Subsequente;Presencial;2012;1;1.30;SIM
729;Técnico de Nível Médio em Edificações, na Forma Subsequente [2014] - Campus São Paulo do Potengi;Técnico Subsequente;Presencial;2014;1;1.30;SIM
854;Técnico de Nível Médio em Eletromecânica, na Forma Integrado (2015) - Campus Canguaretama;Técnico Integrado;Presencial;2015;1;1.27;SIM
369;Técnico de Nível Médio em Eletrotécnica, na Forma Integrado (2012) - Campus Caicó;Técnico Integrado;Presencial;2012;1;1.27;SIM
367;Técnico de Nível Médio em Eletrotécnica, na Forma Integrado (2012) - Campus João Câmara;Técnico Integrado;Presencial;2012;1;1.27;SIM
368;Técnico de Nível Médio em Eletrotécnica, na Forma Integrado (2012) - Campus Mossoró;Técnico Integrado;Presencial;2012;1;1.27;SIM
366;Técnico de Nível Médio em Eletrotécnica, na Forma Integrado (2012) - Campus Natal-Central;Técnico Integrado;Presencial;2012;1;1.27;SIM
462;Técnico de Nível Médio em Eletrotécnica, na Forma Subsequente [2012] - Campus Caicó;Técnico Subsequente;Presencial;2012;1;1.27;SIM
488;Técnico de Nível Médio em Eletrotécnica, na Forma Subsequente [2012] - Campus João Câmara;Técnico Subsequente;Presencial;2012;1;1.27;SIM
404;Técnico de Nível Médio em Eletrotécnica, na Forma Subsequente [2012] - Campus Mossoró;Técnico Subsequente;Presencial;2012;1;1.27;SIM
406;Técnico de Nível Médio em Eletrotécnica, na Forma Subsequente [2012] - Campus Natal-Central;Técnico Subsequente;Presencial;2012;1;1.27;SIM
365;Técnico de Nível Médio em Eletrônica, na Forma Integrado (2012) - Campus Zona Norte;Técnico Integrado;Presencial;2012;1;1.27;SIM
414;Técnico de Nível Médio em Eletrônica, na forma Subsequente [2012] - Campus Zona Norte;Técnico Subsequente;Presencial;2012;1;1.00;NAO
876;Técnico de Nível Médio em Equipamentos Biomédicos na Forma Subsequente (2015) - Campus Ceará Mirim;Técnico Subsequente;Presencial;2015;2;1.30;SIM
413;Técnico de Nível Médio em Estradas, na Forma Subsequente [2012] - Campus Central;Técnico Subsequente;Presencial;2012;1;1.30;SIM
904;Técnico de Nível Médio em Eventos na forma Integrada [2015.2] - Campus Canguaretama;Técnico Integrado;Presencial;2015;2;1.10;SIM
726;Técnico de Nível Médio em Eventos, na Forma Subsequente [2014] - Campus Canguaretama;Técnico Subsequente;Presencial;2012;1;1.10;SIM
727;Técnico de Nível Médio em Eventos, na Forma Subsequente [2014] - Campus Cidade-Alta;Técnico Subsequente;Presencial;2012;1;1.10;SIM
371;Técnico de Nível Médio em Geologia, na Forma Integrado (2012) - Campus Natal- Central;Técnico Integrado;Presencial;2012;1;1.20;SIM
410;Técnico de Nível Médio em Geologia, na Forma Subsequente [2012] - Campus Natal-Central;Técnico Subsequente;Presencial;2012;1;1.20;SIM
394;Técnico de Nível Médio em Guia de Turismo, na Forma Subsequente [2012] - Campus Cidade Alta;Técnico Subsequente;Presencial;2012;1;1.07;SIM
421;Técnico de Nível Médio em Guia de Turismo, na Forma Subsequente [2012] - Campus EaD (ETEC);Técnico Subsequente;EaD;2012;1;1.07;SIM
