(suap) imac-ifrn-misael:suap misaelbarreto$ python manage.py curso_campus_definir_fec;;;;;;;
;;;;;;;
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ;;;;;;;
Curso Campus - Planilha para Definir FEC (Fator de Esforço do Curso) Em Lote;;;;;;;
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ;;;;;;;
Início do processamento: 07/03/2017 - 16:01:42;;;;;;;
;;;;;;;

Id;Descrição;Modalidade;Natureza;Ano Letivo;Período Letivo;FEC;Ativo

{{BEGIN}}
578;FIC+ Editor de Projeto Visual Gráfico [PRONATEC 2013] - Campus Parnamirim;FIC;----;----;----;1.00;NAO
815;FIC+ Editor de Projeto Visual Gráfico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
51;FIC+ Eletricidade Predial - Matutino - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
156;FIC+ Eletricista Força e Controle - Campus Mossoró;FIC;----;----;----;1.00;NAO
956;FIC+ Eletricista Industrial;FIC;Presencial;2016;1;1.00;SIM
524;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC 2012] - Câmpus Caicó;FIC;----;----;----;1.00;NAO
523;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC 2012] - Câmpus Mossoró;FIC;----;----;----;1.00;NAO
574;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC 2012] - Câmpus Parnamirim;FIC;----;----;----;1.00;NAO
522;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
521;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC 2012] - Câmpus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
797;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC];FIC;Presencial;2014;2;1.00;SIM
771;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
802;FIC+ Eletricista Instalador Predial de Baixa Tensão [PRONATEC];FIC;Presencial;2014;2;1.00;SIM
725;FIC+ Eletricista Instalador de Redes de Computadores [ CERTIFIC];FIC;----;----;----;1.00;NAO
161;FIC+ Eletricista Montador - Campus Mossoró;FIC;----;----;----;1.00;NAO
171;FIC+ Eletricista de Manutenção - Campus Mossoró;FIC;----;----;----;1.00;NAO
600;FIC+ Encanador Instalador Predial [PRONATEC 2013] - Campus Mossoró;FIC;----;----;----;1.00;NAO
587;FIC+ Encanador Instalador Predial [PRONATEC 2013] - Campus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
760;FIC+ Encanador Instalador Predial [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
718;FIC+ Encanador Instalador Predial [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
169;FIC+ Encarregado de Elétrica - Campus Mossoró;FIC;----;----;----;1.00;NAO
162;FIC+ Encarregado de Instrumentação - Campus Mossoró;FIC;----;----;----;1.00;NAO
157;FIC+ Encarregado de Montagem Mecânica - Campus Mossoró;FIC;----;----;----;1.00;NAO
612;FIC+ Espanhol Básico [PRONATEC 2013] - Campus Currais Novos;FIC;----;----;----;1.00;NAO
611;FIC+ Espanhol Básico [PRONATEC 2013] - Campus João Camara;FIC;----;----;----;1.00;NAO
613;FIC+ Espanhol Básico [PRONATEC 2013] - Campus Pau dos Ferros;FIC;----;----;----;1.00;NAO
614;FIC+ Espanhol Básico [PRONATEC 2013] - Campus Santa Cruz;FIC;----;----;----;1.00;NAO
740;FIC+ Espanhol Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
689;FIC+ Espanhol Básico [PRONATEC];FIC;Semipresencial;2013;1;1.00;SIM
706;FIC+ Espanhol Básico [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
778;FIC+ Espanhol Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
610;FIC+ Espanhol Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
749;FIC+ Espanhol Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
751;FIC+ Espanhol Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
711;FIC+ Espanhol Básico [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
766;FIC+ Espanhol Básico [PRONATEC] ;FIC;Presencial;2014;1;1.00;SIM
761;FIC+ Espanhol Intermediário [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
732;FIC+ Espanhol Intermediário [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
216;FIC+ Fluidos de Perfuração e Completação  - Campus Mossoró;FIC;----;----;----;1.00;NAO
174;FIC+ Formacão OM - Instrumentista Reparador - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
121;FIC+ Formação OM - Eletricista de Manutenção - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
117;FIC+ Formação de Operador de Petróleo - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
261;FIC+ Formação de Operadores  - Campus Mossoró;FIC;----;----;----;1.00;NAO
122;FIC+ Formação de Profissional de Suprimentos - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
315;FIC+ Formação em Educação a Distância EaD;FIC;EaD;2014;1;1.00;SIM
787;FIC+ Frentista [PRONATEC];FIC;Presencial;2014;2;1.00;SIM
645;FIC+ Gestão da Qualidade em Serviços integrado ao EJA [2012] - Campus Mossoró;FIC;----;----;----;1.00;NAO
696;FIC+ Horticultor Orgânico [PRONATEC];FIC;Presencial;2013;1;1.00;SIM
842;FIC+ Horticultor Orgânico [PRONATEC] ;FIC;Presencial;2015;1;1.00;SIM
629;FIC+ Horticultura Orgânico [PRONATEC 2013] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
669;FIC+ Horticultura Orgânico [PRONATEC 2013] - Câmpus Canguaretama;FIC;----;----;----;1.00;NAO
637;FIC+ Informática Avançada;FIC;Presencial;2014;1;1.00;SIM
303;FIC+ Informática Para Educação - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
302;FIC+ Informática para Gestão da Educação -  Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
594;FIC+ Inglês Básico [PRONATEC 2013] - Campus Currais Novos;FIC;----;----;----;1.00;NAO
583;FIC+ Inglês Básico [PRONATEC 2013] - Campus Nova Cruz;FIC;----;----;----;1.00;NAO
595;FIC+ Inglês Básico [PRONATEC 2013] - Campus Parnamirim;FIC;----;----;----;1.00;NAO
596;FIC+ Inglês Básico [PRONATEC 2013] - Campus Santa Cruz;FIC;----;----;----;1.00;NAO
597;FIC+ Inglês Básico [PRONATEC 2013] - Campus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
739;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
692;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
767;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
705;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
710;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
779;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
750;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
792;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2014;2;1.00;SIM
794;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2014;2;1.00;SIM
735;FIC+ Inglês Básico [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
737;FIC+ Inglês Básico [PRONATEC] ;FIC;Presencial;2014;1;1.00;SIM
832;FIC+ Inglês Intermediário [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
495;FIC+ Inspetor Escolar  [PRONATEC 2012] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
456;FIC+ Inspetor Escolar  [PRONATEC 2012] - Câmpus Parnamirim;FIC;----;----;----;1.00;NAO
606;FIC+ Instalador Hidráulico Residencial [PRONATEC 2013] - Campus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
537;FIC+ Instalador e Reparador de Redes de Computadores [PRONATEC 2012] - Câmpus João Camara;FIC;----;----;----;1.00;NAO
491;FIC+ Instalador e Reparador de Redes de Computadores [PRONATEC 2012] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
451;FIC+ Instalador e Reparador de Redes de Computadores [PRONATEC 2012] - Câmpus Parnamirim;FIC;----;----;----;1.00;NAO
620;FIC+ Instalador e Reparador de Redes de Computadores [PRONATEC 2013] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
604;FIC+ Instalador e Reparador de Redes de Computadores [PRONATEC 2013] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
810;FIC+ Instalador e Reparador de Redes de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
704;FIC+ Instalador e Reparador de Redes de Computadores [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
158;FIC+ Instrumentista Montador - Campus Mossoró;FIC;----;----;----;1.00;NAO
172;FIC+ Instrumentista Reparador - Campus Mossoró;FIC;----;----;----;1.00;NAO
320;FIC+ Instrumentista de Sistemas  - Campus Mossoró;FIC;----;----;----;1.00;NAO
893;FIC+ Introdução à Informática [Mulheres Mil 2013];FIC;Presencial;2015;1;1.00;SIM
632;FIC+ Introdução à Informática [Mulheres Mil 2013] - Câmpus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
683;FIC+ Introdução à Interpretação em Língua Brasileira de Sinais [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
701;FIC+ Introdução à Interpretação em Língua Brasileira de Sinais [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
581;FIC+ Libras [PRONATEC 2013] - Câmpus Caicó;FIC;----;----;----;1.00;NAO
580;FIC+ Manipulador de Alimentos [PRONATEC 2013] - Campus João Camara;FIC;----;----;----;1.00;NAO
599;FIC+ Manipulador de Alimentos [PRONATEC 2013] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
690;FIC+ Manipulador de Alimentos [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
448;FIC+ Manipulação de Alimentos [Mulheres Mil 2012] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
300;FIC+ Manutenção de Ferrovia - Eletroeletrônica II - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
263;FIC+ Manutenção de Mineração - Mecânico II - Campus Natal-Central;FIC;----;----;----;1.00;NAO
265;FIC+ Manutenção de Mineração - Mecânico II - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
264;FIC+ Manutenção de Portos - Elétrica [2010] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
266;FIC+ Manutenção de Portos - Elétrica [2010] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
267;FIC+ Manutenção de Portos - Mecânica [2010] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
654;FIC+ Manutenção do Petróleo - Campus Mossoró;FIC;----;----;----;1.00;NAO
53;FIC+ Manutenção e Instalação de Microcomputadores [2005] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
553;FIC+ Mestre de Obras [PRONATEC 2012] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
529;FIC+ Mestre de Obras [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
554;FIC+ Mestre de Obras [PRONATEC 2012] - Câmpus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
609;FIC+ Modelista e Costureira em Geral [Mulheres Mil 2013] - Câmpus Caicó;FIC;----;----;----;1.00;NAO
625;FIC+ Monitor de Recreação [PRONATEC 2012] - Câmpus Cidade Alta;FIC;----;----;----;1.00;NAO
548;FIC+ Monitor de Recreação [PRONATEC 2012] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
527;FIC+ Monitor de Recreação [PRONATEC];FIC;Presencial;2015;1;1.00;SIM
533;FIC+ Montador e Reparador de Computadores [PRONATEC 2012] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
489;FIC+ Montador e Reparador de Computadores [PRONATEC 2012] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
605;FIC+ Montador e Reparador de Computadores [PRONATEC 2013] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
785;FIC+ Montador e Reparador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
758;FIC+ Montador e Reparador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
801;FIC+ Montador e Reparador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
829;FIC+ Montador e Reparador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
839;FIC+ Montador e Reparador de Computadores [PRONATEC];FIC;Presencial;2015;1;1.00;SIM
452;FIC+ Montador e Reparador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
54;FIC+ Motores de Combustão Interna - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
631;FIC+ Novas Linguagens nas Práticas Docentes da Educação do Campo: O Uso das TIC’s - Câmpus João Camara;FIC;----;----;----;1.00;NAO
598;FIC+ Operador de Caixa [PRONATEC 2012] - Campus Caicó;FIC;----;----;----;1.00;NAO
579;FIC+ Operador de Caixa [PRONATEC 2012] - Campus Nova Cruz;FIC;----;----;----;1.00;NAO
516;FIC+ Operador de Computadores  [PRONATEC 2012] - Câmpus Nova Cruz;FIC;----;----;----;1.00;NAO
457;FIC+ Operador de Computadores  [PRONATEC 2012] - Câmpus Parnamirim;FIC;----;----;----;1.00;NAO
626;FIC+ Operador de Computadores  [PRONATEC 2013] - Câmpus Cidade Alta;FIC;----;----;----;1.00;NAO
535;FIC+ Operador de Computadores  [PRONATEC 2013] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
538;FIC+ Operador de Computadores  [PRONATEC 2013] - Câmpus João Camara;FIC;----;----;----;1.00;NAO
576;FIC+ Operador de Computadores  [PRONATEC 2013] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
498;FIC+ Operador de Computadores [PRONATEC 2012] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
490;FIC+ Operador de Computadores [PRONATEC 2012] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
540;FIC+ Operador de Computadores [PRONATEC 2012] - Câmpus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
650;FIC+ Operador de Computadores [PRONATEC 2013] - Câmpus Ceará-Mirim;FIC;----;----;----;1.00;NAO
830;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2014;2;1.00;SIM
671;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
804;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
808;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
800;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
798;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
843;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2015;1;1.00;SIM
693;FIC+ Operador de Computadores [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
788;FIC+ Operador de Maquinas e Implementos Agricolas [PRONATEC];FIC;Presencial;2014;2;1.00;SIM
630;FIC+ Operador de Máquinas e Implementos Agrícolas [PRONATEC 2013] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
670;FIC+ Operador de Máquinas e Implementos Agrícolas [PRONATEC 2013] - Câmpus Canguaretama;FIC;----;----;----;1.00;NAO
697;FIC+ Operador de Máquinas e Implementos Agrícolas [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
47;FIC+ Operador de Petróleo I - Ativo Mar / PROMINP - Câmpus CNAT;FIC;----;----;----;1.00;NAO
49;FIC+ Operador de Petróleo I - Ativo Terra / PROMINP - Câmpus CNAT;FIC;----;----;----;1.00;NAO
48;FIC+ Operador de Petróleo I - UTPF / PROMINP - Câmpus CNAT;FIC;----;----;----;1.00;NAO
837;FIC+ Operador de Processamento de Produtos Apícolas [PRONATEC];FIC;Presencial;2015;1;1.00;SIM
555;FIC+ Operador de Processamentos de Produtos Lacteos [PRONATEC 2012] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
525;FIC+ Operador de Processamentos de Produtos Lacteos [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
655;FIC+ Operador de Sonda de Perfuração / PROMINP - Campus Mossoró;FIC;----;----;----;1.00;NAO
166;FIC+ Operador de Sonda de Perfuração [PROMINP] - Campus Mossoró;FIC;----;----;----;1.00;NAO
590;FIC+ Operador de Sonda de Perfuração [PRONATEC 2013] - Campus Mossoró;FIC;----;----;----;1.00;NAO
546;FIC+ Operador em Beneficiamento de Pescado [PRONATEC 2012] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
547;FIC+ Operador em Beneficiamento de Pescado [PRONATEC 2012] - Câmpus Macau;FIC;----;----;----;1.00;NAO
513;FIC+ Operador em Beneficiamento de Pescado [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
684;FIC+ Operador em Processos Químicos Industriais [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
764;FIC+ Operador em Processos Químicos Industriais [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
730;FIC+ Operador em beneficiamento de pescado [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
301;FIC+ Operação Portuária - Campus Natal-Central;FIC;----;----;----;1.00;NAO
268;FIC+ Operação de Mina II - Campus Natal-Central;FIC;----;----;----;1.00;NAO
585;FIC+ Pedreiro de Alvenaria [PRONATEC 2013] - Campus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
685;FIC+ Pescador Artesanal de Ambiente Marinho [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
608;FIC+ Pintor de Obras [PRONATEC 2013] - Campus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
215;FIC+ Planejamento Offshore  - Campus Mossoró;FIC;----;----;----;1.00;NAO
663;FIC+ Preparador de Derivados de Leite [PRONATEC 2012] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
502;FIC+ Preparador de Derivados de Leite [PRONATEC 2012] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
871;FIC+ Preparador de Doces e Conservas [Mulheres Mil];FIC;Presencial;2015;1;1.00;SIM
949;FIC+ Preparador de Doces e Conservas [Mulheres Mil] - Campus Currais Novos;FIC;Presencial;2015;1;1.00;SIM
967;FIC+ Preparador de Pescado [Mulheres Mil];FIC;Presencial;2016;2;1.00;SIM
526;FIC+ Preparador de embutidos e defumados [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
570;FIC+ Processamento de Alimentos [Mulheres Mil 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
447;FIC+ Processamento de Doces - [Mulheres Mil 2012] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
470;FIC+ Processamento de Frutos - [Mulheres Mil 2012] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
619;FIC+ Processamento de Leite - [Mulheres Mil 2013] - Câmpus Santa Cruz;FIC;----;----;----;1.00;NAO
796;FIC+ Produtor de Derivados do leite [Mulheres Mil];FIC;Presencial;2014;1;1.00;SIM
957;FIC+ Produtor de Derivados do leite [Mulheres Mil] [REPLICADO];FIC;Presencial;2016;1;1.00;SIM
752;FIC+ Produtor de Iogurte [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
672;FIC+ Produtor de Plantas Aromáticas e Medicinais [Mulheres Mil 2013] - Campus Natal-Central;FIC;----;----;----;1.00;NAO
530;FIC+ Produtor de Produtos Apícolas [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
469;FIC+ Produção de Derivados Apículas - [Mulheres Mil 2012] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
820;FIC+ Produção de Material Didático para EaD;FIC;EaD;2014;1;1.00;SIM
618;FIC+ Produção de Produtos Naturais e Fitoterápicos [Mulheres Mil] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
214;FIC+ Profissional de Suprimento  - Campus Mossoró;FIC;----;----;----;1.00;NAO
534;FIC+ Programador Web  [PRONATEC 2012] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
458;FIC+ Programador Web  [PRONATEC 2012] - Câmpus Parnamirim;FIC;----;----;----;1.00;NAO
799;FIC+ Programador Web [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
736;FIC+ Programador Web [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
515;FIC+ Programador de Sistemas [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
168;FIC+ Práticas de Plataformista de Sonda de Perfuração / PROMINP - Campus Mossoró;FIC;----;----;----;1.00;NAO
173;FIC+ Práticas de Plataformista de Sonda de Produção - Campus Mossoró;FIC;----;----;----;1.00;NAO
678;FIC+ Recepcionista [PRONATEC 2013] - Campus Natal-Cidade Alta;FIC;----;----;----;1.00;NAO
707;FIC+ Recepcionista [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
755;FIC+ Recepcionista [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
780;FIC+ Recepcionista [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
686;FIC+ Reciclador [Mulheres Mil];FIC;Presencial;2013;2;1.00;SIM
921;FIC+ Reciclador [Mulheres Mil];FIC;Presencial;2014;1;1.00;SIM
770;FIC+ Reciclador [Mulheres Mil];FIC;Presencial;2014;1;1.00;SIM
941;FIC+ Reciclador [PRONATEC];FIC;Presencial;2016;1;1.00;SIM
556;FIC+ Recreador [PRONATEC 2012] - Câmpus Apodi;FIC;----;----;----;1.00;NAO
557;FIC+ Recreador [PRONATEC 2012] - Câmpus Caicó;FIC;----;----;----;1.00;NAO
558;FIC+ Recreador [PRONATEC 2012] - Câmpus Currais Novos;FIC;----;----;----;1.00;NAO
559;FIC+ Recreador [PRONATEC 2012] - Câmpus João Camara;FIC;----;----;----;1.00;NAO
640;FIC+ Recreador [PRONATEC 2012] - Câmpus Mossoró;FIC;----;----;----;1.00;NAO
514;FIC+ Recreador [PRONATEC 2012] - Câmpus Pau dos Ferros;FIC;----;----;----;1.00;NAO
903;FIC+ Recreador [PRONATEC];FIC;Presencial;2015;2;1.00;SIM
715;FIC+ Recreador [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
857;FIC+ Recreador [PRONATEC];FIC;Presencial;2015;1;1.00;SIM
884;FIC+ Recreador [PRONATEC];FIC;Presencial;2015;1;1.00;SIM
55;FIC+ Refrigeração Básica [2005] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
651;FIC+ Reparador de Circuitos Eletrônicos [PRONATEC 2012] - Câmpus Ceará-Mirim;FIC;----;----;----;1.00;NAO
492;FIC+ Reparador de Circuitos Eletrônicos [PRONATEC 2012] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
459;FIC+ Reparador de Circuitos Eletrônicos [PRONATEC 2012] - Câmpus Parnamirim;FIC;----;----;----;1.00;NAO
680;FIC+ Reparador de Circuitos Eletrônicos [PRONATEC];FIC;Presencial;2013;1;1.00;SIM
164;FIC+ Supervisor Técnico em SMS - Noturno / PROMINP - Campus Mossoró;FIC;----;----;----;1.00;NAO
165;FIC+ Supervisor de Condicionamento / Comissionamento / PROMINP - Campus Mossoró;FIC;----;----;----;1.00;NAO
159;FIC+ Supervisor de Planejamento / PROMINP - Campus Mossoró;FIC;----;----;----;1.00;NAO
160;FIC+ Supervisor de Qualidade / PROMINP - Campus Mossoró;FIC;----;----;----;1.00;NAO
163;FIC+ Topógrafo / PROMINP - Campus Mossoró;FIC;----;----;----;1.00;NAO
589;FIC+ Torneiro Mecânico [PRONATEC 2013] - Campus Mossoró;FIC;----;----;----;1.00;NAO
716;FIC+ Torneiro Mecânico [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
297;FIC+ Uso de Novas Tecnologias da  Informação e Comunicação [2011] - Campus EaD;FIC;----;----;----;1.00;NAO
754;FIC+ Uso de Novas Tecnologias da Informação e Comunicação na Educação;FIC;EaD;2014;1;1.00;SIM
289;FIC+ Uso de Tecnologias Digitais EaD [2011] - Câmpus Natal Central;FIC;----;----;----;1.00;NAO
840;FIC+ Vendedor [PRONATEC 2013]- Campus João Camara;FIC;----;----;----;1.00;NAO
644;FIC+ Vendedor [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
763;FIC+ Vendedor [PRONATEC];FIC;Presencial;2014;1;1.00;NAO
316;FIC+ Vestuário e Modelagem [2011] - Campus João Camara;FIC;----;----;----;1.00;NAO
633;FIC+ Zeladoria [Mulheres Mil 2013] - Câmpus São Gonçalo do Amarante;FIC;----;----;----;1.00;NAO
932;FIC+ em Auxiliar Técnico em Operador de Computador, na forma integrada ao ensino fundamental na  modalidade EJA;Proeja FIC Fundamental;Presencial;2016;1;1.00;SIM
833;FIC+ em Auxiliar Técnico em Operador de Computador, na forma integrada ao ensino fundamental na  modalidade EJA,;Proeja FIC Fundamental;Presencial;2014;2;1.00;SIM
909;FIC+ em Cadista para a Construção Civil [PRONATEC];FIC;Presencial;2015;1;1.00;SIM
927;FIC+ em Desenhista de Moda [Mulheres Mil];FIC;Presencial;2015;2;1.00;SIM
951;FIC+ em Laboratorista de Materiais de Construção [PRONATEC];FIC;Presencial;2016;1;1.00;SIM
889;FIC+ em Moodle Avançado, na modalidade a distância;FIC;EaD;2015;2;1.00;SIM
950;FIC+ em Músico de Banda;FIC;Presencial;2016;1;1.00;SIM
928;FIC+ em Operador de Caixa [Mulheres Mil];FIC;Presencial;2015;2;1.00;SIM
759;FIC+ renomear inaativo;FIC;EaD;2014;1;1.00;NAO
170;FIC- Autocad 2D - Campus Mossoró;FIC;----;----;----;1.00;NAO
756;FIC- Auxiliar de Eletricista Predial de Baixa Tensão [PRONATEC];FIC;Presencial;2014;1;1.00;SIM
708;FIC- Auxiliar de Eletricista Predial de Baixa Tensão [PRONATEC];FIC;Presencial;2013;2;1.00;SIM
968;FIC- CONSTRUINDO A IGUALDADE DE GÊNERO;FIC;----;2016;1;1.00;SIM
960;FIC- CURSO BÁSICO DE ELABORAÇÃO DE RELATÓRIOS TÉCNICOS;FIC;----;2016;1;1.00;SIM
963;FIC- CURSO ESPANHOL BÁSICO I;FIC;----;2016;1;1.00;SIM
964;FIC- CURSO ESPANHOL BÁSICO II;FIC;----;2016;1;1.00;SIM
926;FIC- Congruência Módulo "m" Aplicação ao Ensino Médio;FIC;----;2016;1;1.00;SIM
936;FIC- Controle de Versões: Abordagem Prática com GIT;FIC;----;2016;1;1.00;SIM
944;FIC- Controle estatístico de  processo na Indústria  Têxtil;FIC;----;2016;1;1.00;SIM
298;FIC- Conversação Básica em Lingua Inglesa;FIC;----;----;----;1.00;NAO
295;FIC- Currículo da Educação Profissional e Tecnológica [2011];FIC;----;----;----;1.00;NAO
945;FIC- Curso básico em  Programação de  aplicativos para  Android;FIC;----;2016;1;1.00;SIM
940;FIC- Curso de Inglês básico para conversação: Módulo I;FIC;----;2015;1;1.00;SIM
847;FIC- Eletrônica Básica;FIC;Presencial;2015;1;1.00;SIM
969;FIC- FIC- Curso de Inglês básico para conversação: Módulo II;FIC;----;2016;2;1.00;SIM
657;FIC- Formação Docente na Educação Profissional e Tecnológica [2011];FIC;----;----;----;1.00;NAO
959;FIC- Física Básica;FIC;----;2016;1;1.00;SIM
